PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,Nama_Sekolah,NPSN,Alamat,Status,Bentuk_Pendidikan,Latitude,Longitude,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,UPTD SD NEGERI BATU SITANDUK,40600443,Batu Sitanduk,NEGERI,SD,-2.0862,119.3668,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BAMBADARU,UPTD SD NEGERI KECIL PATTALASSANG,40604328,Bambadaru,NEGERI,SD,-2.0142,119.5356,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BATU PARIGI,UPTD SD NEGERI KECIL SALUANDEAN,40604718,salu andeang,NEGERI,SD,-2.0504,119.4954,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,POLONGAAN,UPTD SD NEGERI KECIL SALUDALANG,40600271,Pelongaan,NEGERI,SD,-2.032,119.6985,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BATU PARIGI,UPTD SD NEGERI KECIL TANETE BAHA,40604707,Jalan Tanete baha,NEGERI,SD,-2.0687,119.4617,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,UPTD SD NEGERI KONDOSAPATA,40600151,Dusun Kondosapata,NEGERI,SD,-2.1,119.3098,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SEJATI,UPTD SD NEGERI SEJATI,40600304,Tobadak VIII,NEGERI,SD,-2.1594,119.4485,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BATU PARIGI,UPTD SD NEGERI TERPENCIL SALU TASANTUNG,40604717,Tasantung,NEGERI,SD,-2.1137,119.3671,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,UPTD SD NEGERI TOBADAK,40600294,Jln Poros Tobadak,NEGERI,SD,-2.0811,119.3404,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,UPTD SD NEGERI TOBADAK TANJUNG,40605289,Tobadak Tanjung,NEGERI,SD,-2.0479,119.5122,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,MAHAHE,UPTD SMP INTEGRAL AL-MADINAH HIDAYATULLAH TOBADAK,70009734,Desa Mahahe Tobadak,SWASTA,SMP,-2.1331,119.3636,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,MAHAHE,UPTD SMP NEGERI 1 TOBADAK,40600240,Mahahe,NEGERI,SMP,-2.115,119.3661,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,UPTD SMP NEGERI 2 TOBADAK,40600260,Tobadak,NEGERI,SMP,-1.9795,119.6161,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BATU PARIGI,UPTD SMP NEGERI 3 TOBADAK,40604343,Jl. Ir. Soekarno,NEGERI,SMP,-2.1147,119.3664,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOADAK,UPTD SMP NEGERI 4 TOBADAK,60728416,Jalan Reformasi No.3,NEGERI,SMP,-2.0516,119.5917,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,UPTD SMP NEGERI 5 TOBADAK,69973025,Tobadak,NEGERI,SMP,-2.0785,119.3002,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SEJATI,UPTD SMP NEGERI 6 TOBADAK,69979582,Jl. Mustakim No. 03,NEGERI,SMP,-2.120409,119.3356573,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BAMBADARU,UPTD SMP NEGERI 7 TOBADAK,70000864,Jln. Dr. Ratulangi No.3 Desa Bambadaru,NEGERI,SMP,-2.1541,119.3703,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KUO,MTS MIFTAHUL MARDIYAH KUO,69853415,JALAN POROS KUO - POLO JAJAR,SWASTA,MTs,-2.2515,119.2286,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KUO,MTSS AWALUDDIN KUO,40605898,DESA KUO PANGALE,SWASTA,MTs,-2.2523,119.23,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LEMO-LEMO,UPTD SD INPRES ALONG-ALONG,40600396,Along-along,NEGERI,SD,-2.3022,119.1903,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,PANGALE,UPTD SD INPRES ARGOMULYO,40600411,Polo Lereng,NEGERI,SD,-2.2475,119.1915,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KUO,UPTD SD INPRES KAMPUNG BARU,40600336,Kampung Baru,NEGERI,SD,-2.2727,119.2253,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,PANGALE,UPTD SD INPRES KARAMA,40600351,Karama,NEGERI,SD,-2.2878,119.1355,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KUO,UPTD SD INPRES KUO,40600356,Jln. Pendidikan No.1,NEGERI,SD,-2.2537,119.2306,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,PANGALE,UPTD SD INPRES LAMBA-LAMBA,40600357,Lamba-lamba,NEGERI,SD,-2.2013,119.1456,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO CAMBA,UPTD SD INPRES POLO JAJAR,40600471,Polo Jajar,NEGERI,SD,-2.2387,119.2144,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO PANGALE,UPTD SD INPRES POLO PANGALE,40600472,Polo Pangale,NEGERI,SD,-2.2708,119.1988,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KUO,UPTD SD INPRES PURWODADI,40600503,Purwodadi,NEGERI,SD,-2.2563,119.2423,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,SARTANA MAJU,UPTD SD INPRES SARTANAMAJU,40600450,Sartana Maju,NEGERI,SD,-2.2625,119.1781,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO PANGALE,UPTD SD INPRES SIDOMULYO,40600412,POLO PANGALE,NEGERI,SD,-2.2804,119.1784,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO LERENG,UPTD SD INPRES WANASARI,40600460,Dusun Wanasari,NEGERI,SD,-2.2347,119.1906,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LAMBA LAMBA,UPTD SD NEGERI KECIL PALAPI,40600197,Dusun Palapi,NEGERI,SD,-2.2042,119.1908,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KOMBILING,UPTD SD NEGERI KOMBILING,40600150,Kombiling,NEGERI,SD,-2.2626,119.1408,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,PANGALE,UPTD SD NEGERI LATTIBUNG,40600153,Lattibung,NEGERI,SD,-2.2962,119.1579,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KOMBILING,UPTD SD NEGERI POLO,40600263,Polo Pantai,NEGERI,SD,-2.2272,119.1757,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO CAMBA,UPTD SD NEGERI POLO CAMBA,40600264,Polo Camba,NEGERI,SD,-2.2325,119.1648,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,PANGALE,UPTD SMP NEGERI 1 PANGALE,40600239,Pangale,NEGERI,SMP,-2.2709,119.198,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KOMBILING,UPTD SMP NEGERI 2 PANGALE,40605296,Kombiling,NEGERI,SMP,-2.2502,119.1482,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO CAMBA,UPTD SMP NEGERI 3 PANGALE,69902284,DESA POLO CAMBA PANGALE MAMUJU TENGAH,NEGERI,SMP,-2.2297,119.1622,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LEMO-LEMO,UPTD SMP NEGERI 4 PANGALE,69980153,Jl. Trans Mamuju - Topoyo Km. 61,NEGERI,SMP,-2.3051,119.1784,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,MARTAJAYA,MIS DDI PASANGKAYU,60724319,JL. ANDI PELANG KECAMATAN PASANGKAYU,SWASTA,MI,-1.343,119.3549,
INDONESIA,SULAWESI BARAT,PASANGKAYU,PASANGKAYU,MTSS DDI PASANGKAYU,40605926,JL. ABDUL MUIS,SWASTA,MTs,-1.411221,119.406021,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,KARYA BERSAMA,MTsS Ma`arif Al-Baraqah 1 Sulu,40605928,Jl.Toindo Dusun Sulu Desa Karya Bersama,SWASTA,MTs,-1.2158732,119.3291287,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PAKAWA,SD BK BAMBA APU,40601587,PAKAVA,SWASTA,SD,-1.1945,119.5086,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,AKO,SD INPRES AKO,40601632,JALAN TRANS SULAWESI,NEGERI,SD,-1.1684,119.3889,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,GUNUNG SARI,SD INPRES GUNUNGSARI,40601635,GUNUNG SARI MARTAJAYA,NEGERI,SD,-1.186,119.4559,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,MARTAJAYA,SD INPRES SALUMONI,40601650,MARTAJAYA,NEGERI,SD,-1.1825,119.4373,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,SD INPRES TANJUNG BABIA,40601653,TANJUNG BABIA,NEGERI,SD,-1.1759,119.3411,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,SD ISLAM TERPADU DARUL HUDA,69971517,"KEL. PASANGKAYU, PASANGKAYU",SWASTA,SD,-1.1911,119.3525,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,SD IT WALADUN SHOLEH,69967457,SD IT WALADUN SHOLEH,SWASTA,SD,-1.1763576,119.3591522,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,SD MUHAMMADIYAH 1 PASANGKAYU,70038157,Jl. KH. Ahmad Dahlan,SWASTA,SD,0,0,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,SD NEGERI 02 PASANGKAYU,69899683,PASANGKAYU,NEGERI,SD,-1.2291693,119.4908747,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,GUNUNG SARI,SD PT. PASANGKAYU,40601762,Afdeling Delta Perumahan Guru PT Pasangkayu,SWASTA,SD,-1.2234,119.4517,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,SDN 01 PASANGKAYU,40601704,Jalan Andi Pelang Pasangkayu,NEGERI,SD,-1.1752,119.3609,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PAKAWA,SDN BAMBA APU,40601718,BAMBA APU DESA PAKAVA,NEGERI,SD,-1.202617,119.508594,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,GUNUNG SARI,SDN BAMBAMONE,40604629,DUSUN BAMBAMONE,NEGERI,SD,-1.1618,119.4811,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,KARYA BERSAMA,SDN MARAMBEAU,40601750,MARAMBEAU,NEGERI,SD,-1.2356,119.3259,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,GUNUNG SARI,SDN PETUNGGU,40601754,DUSUN PETUNGGU,NEGERI,SD,-1.2141,119.4727,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,SDN SALU BULU,40604657,DUSUN SALUBULU,NEGERI,SD,-1.2324,119.378,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,SDN SALUNGGADUE,40601713,SALUNGGADUE,NEGERI,SD,-1.1872,119.3431,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,KARYA BERSAMA,SDN SULU,40604654,Jl. TOINDO,NEGERI,SD,-1.2172,119.3296,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,AKO,SDN TARANJA,40604628,DUSUN TARANJA,NEGERI,SD,-1.158,119.397,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,AKO,SMP ABUHURAERAH,70031995,Jl. Poros Pel. Tanjung Bakau Dusun Peburo Desa Ako,SWASTA,SMP,-1.1808,119.3626,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,AKO,SMP ISLAM TERPADU ASHABUL KAHFI PASANGKAYU,70003757,"Jl. Bukit Husada Pasangkayu, Pasangkayu",SWASTA,SMP,-1.186,119.4383,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,SMP ISLAM TERPADU DARUL HUDA,69971478,"KEL. PASANGKAYU, PASANGKAYU",SWASTA,SMP,-1.1908,119.3523,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,SMP IT WALADUN SHOLEH,70044136,Jl. Fatmawati,SWASTA,SMP,0,0,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,MARTAJAYA,SMP NEGERI 03 SATAP PASANGKAYU,40605515,BAMBA APU DESA PAKAVA,NEGERI,SMP,-1.2026,119.5087,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,SMP NEGERI 04 PASANGKAYU,69727433,Jl. Mayjen Ahmad Yani,NEGERI,SMP,-1.182012,119.346897,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,SMP NEGERI 1 PASANGKAYU,40601820,"JALAN ANDI DEPU, PASANGKAYU",NEGERI,SMP,-1.1749,119.3654,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,MARTAJAYA,SMP NEGERI 2 PASANGKAYU,40604954,MARTAJAYA,NEGERI,SMP,-1.1793,119.4369,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,GUNUNG SARI,SMP PT. PASANGKAYU,40604251,"JL. TRANS POROS PT PASANGKAYU - LALUNDU , AFDELING DELTA PT PASANGKAYU",SWASTA,SMP,-1.2233,119.453,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,AKO,SMPN 23 AKO,69898935,Desa ako,NEGERI,SMP,-1.164,119.3845,
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,MIS AINUN SAHAB MARANGGAPA,60724322,"JLN.TRANS SULAWESI, MARANGGAPA",SWASTA,MI,-1.207672,119.489502,
SULAWESI BARAT,PASANGKAYU,SARUDU,KUMASARI,MIS AL HUDA,70006925,RT. 02 RW. 01 DUSUN SIDOMULYO DESA KUMASARI,SWASTA,MI,-1.7127,119.3373,
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,MIS NURUL HUDA,60724321,DUSUN PANCA WISMA DESA BULU MARIO,SWASTA,MI,-1.128956,119.504178,
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,MTsS Ddi Sarudu,40605927,JL. Pendidikan No. 8 Sarudu,SWASTA,MTs,-1.314606,119.389743,
SULAWESI BARAT,PASANGKAYU,SARUDU,BULU MARIO,SD INPRES DURIPOKU,40601739,BULU MARIO,NEGERI,SD,-1.6812,119.3404,
SULAWESI BARAT,PASANGKAYU,SARUDU,BULU MARIO,SD INPRES SARUDU I,40601661,JALAN PENDIDIKAN,NEGERI,SD,-1.6813,119.3435,
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,SD INPRES SARUDU II,40601662,DESA KUMASARI,NEGERI,SD,-1.7088,119.3373,
SULAWESI BARAT,PASANGKAYU,SARUDU,DODA,SDN DODA,40604648,DODA,NEGERI,SD,-1.648,119.306,
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,SDN KUMA,40604632,"DESA DSARUDU, KUMA",NEGERI,SD,-1.7099,119.303,
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,SDN MONROWALI,40601702,"DSN MONROWALI, SARUDU",NEGERI,SD,-1.6783,119.3105,
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,SDN NUNU,40601756,"Jl. Poros Topoyo-Pasangkayu Dusun Nunu, Desa Sarudu, Kecamatan Sarudu",NEGERI,SD,-1.6968,119.2948,
SULAWESI BARAT,PASANGKAYU,SARUDU,PATIKA,SDN PATIKA,40601761,PATIKA,NEGERI,SD,-1.648,119.3455,
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,SDN TANAMONI,40601698,DESA SARUDU,NEGERI,SD,-1.7166,119.3199,
SULAWESI BARAT,PASANGKAYU,SARUDU,DODA,SDN TINANGGULI,40601779,TINANGGULI,NEGERI,SD,-1.6289,119.3117,
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,SMP NEGERI 01 SARUDU,40601818,SARUDU,NEGERI,SMP,-1.6863,119.2907,
SULAWESI BARAT,PASANGKAYU,SARUDU,KUMASARI,SMP NEGERI 02 SARUDU,40604821,SARUDU,NEGERI,SMP,-1.7085,119.3367,
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,SMP NEGERI 03 SATAP SARUDU,40605625,MONROWALI,NEGERI,SMP,-1.6783,119.3103,
SULAWESI BARAT,PASANGKAYU,SARUDU,BULU MARIO,SMP NEGERI 04 SARUDU,69727434,Sarudu,NEGERI,SMP,-1.6827,119.3444,
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,SMP TRANS KAROSSA,40601840,Jl. Poros Sempo - Bulumario,SWASTA,SMP,-1.6971,119.33,
SULAWESI BARAT,PASANGKAYU,SARUDU,DODA,SMPN 20 DODA,69898934,Desa Doda,NEGERI,SMP,-1.6322,119.3094,
SULAWESI BARAT,PASANGKAYU,BARAS,BARAS,MIS AL BANA ASING HAMZANWADI NW,60724311,JL. TRANS SULAWESI DUSUN MAJENE,SWASTA,MI,-1.5125,119.548,
SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,MIS AL-FALAH,60724312,Jl PT Unggul Wtl Dusun Wae Tuo,SWASTA,MI,-1.5501,119.3585,
SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,MIS AL-KHAIRAAT LAMBARA,60724310,"JL. TRANS SULAWESI, LAMBARA",SWASTA,MI,-1.542772,119.344773,
SULAWESI BARAT,PASANGKAYU,BARAS,BARAS,MIS ALKHAIRAAT PANTABATU,60724309,JL.POROS TRANS SULAWESI DUSUN PANTABATU,SWASTA,MI,-1.5822,119.327,
SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,MTSS AL-BANA ASING HAMZANWADI NW,40605918,JLN.TRANS SULAWESI DUSUN MAJENE,SWASTA,MTs,-1.5114,119.3397,
SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,MTSS AL-FALAH,40605919,Jl PT Unggul Wtl Dusun Wae Tuo,SWASTA,MTs,-1.55,119.3586,
SULAWESI BARAT,PASANGKAYU,BARAS,BALANTI,MTSS AL-KHAIRAAT BAMBALOKA,40605917,JL. TRANS SULAWESI (BUKIT VINA),SWASTA,MTs,-1.5763,119.3278,
SULAWESI BARAT,PASANGKAYU,BARAS,BALANTI,MTSS SHIROTHUL FUQOHA`,70042726,Dusun Sidomaju Rt 02 RW 02,SWASTA,MTs,0,0,
SULAWESI BARAT,PASANGKAYU,BARAS,BARAS,SD INPRES BALANTI,40601592,"Jl. Pendidikan, Dusun Sidomaju, Desa Balanti, Baras, Mamuju Utara",NEGERI,SD,-1.5743,119.4016,
SULAWESI BARAT,PASANGKAYU,BARAS,BARAS,SD INPRES BAMBALOKA,40601591,MASIMBU,NEGERI,SD,-1.6006,119.3222,
SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,SD INPRES BURIRO,40601590,"Jl, PT Unggul Desa Baras",NEGERI,SD,-1.5436,119.3502,
SULAWESI BARAT,PASANGKAYU,BARAS,MOTU,SD INPRES MOTU,40601595,MOTU,NEGERI,SD,-1.5618,119.4046,
SULAWESI BARAT,PASANGKAYU,BARAS,MOTU,SD ISLAM TERPADU LUKMANUL HAKIM,40604245,PALASARI / MOTU,SWASTA,SD,-1.5582,119.3972,
SULAWESI BARAT,PASANGKAYU,BARAS,MOTU,SDN BULILI,40601685,"BULILI, DESA MOTU",NEGERI,SD,-1.5455,119.4034,
SULAWESI BARAT,PASANGKAYU,BARAS,BARAS,SDN DURI SANGGE,40604951,BULU PARIGI,NEGERI,SD,-1.5954,119.3413,
SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,SDN KAPOHU,40605482,"KAPOHU, DS KASANO",NEGERI,SD,-1.5524,119.3682,
SULAWESI BARAT,PASANGKAYU,BARAS,BARAS,SDN MASIMBU,40601703,Kelurahan Baras,NEGERI,SD,-1.5898,119.3273,
SULAWESI BARAT,PASANGKAYU,BARAS,TOWONI,SDN PANGI,40604269,PANGI,NEGERI,SD,-1.6034,119.3669,
SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,SDN SALU KAILI,40601693,BARAS,NEGERI,SD,-1.5632,119.3292,
SULAWESI BARAT,PASANGKAYU,BARAS,TOWONI,SDN TOWONI,40604255,Towoni,NEGERI,SD,-1.629052,119.371135,
SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,SMP ALKHAIRAAT LAMBARA,69968952,JALAN TRANS SULAWESI,SWASTA,SMP,-1.5428,119.3447,
SULAWESI BARAT,PASANGKAYU,BARAS,MOTU,SMP INTEGRAL LUKMANUL HAKIM,69984673,jl. Durian Desa Motu,SWASTA,SMP,-1.558213,119.397271,
SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,SMP NEGERI 01 BARAS,40601824,Jalan Poros Bambaloka,NEGERI,SMP,-1.5641,119.3289,
SULAWESI BARAT,PASANGKAYU,BARAS,MOTU,SMP NEGERI 02 BARAS,40601828,BARAS,NEGERI,SMP,-1.5456,119.5099,
SULAWESI BARAT,PASANGKAYU,BARAS,TOWONI,SMP NEGERI 03 BARAS,69727430,"Towoni 2, desa Towoni",NEGERI,SMP,-1.6245,119.3702,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,KALOLA,SD INPRES KALOLA,40601610,KALOLA,NEGERI,SD,-1.0896,119.4725,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,POLEWALI,SD INPRES LELUMPANG,40601622,LELUMPANG,NEGERI,SD,-1.1431,119.4384,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,RANDOMAYANG,SD INPRES RANDOMAYANG,40601628,RANDOMAYANG,NEGERI,SD,-1.0469,119.4711,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,KALOLA,SD INPRES TOSONDE,40601673,TOSONDE,NEGERI,SD,-1.1119,119.47,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,BAMBALAMOTU,SDN BAMBALAMOTU,40601722,Jalan Pendidikan No. 1,NEGERI,SD,-1.0855,119.4559,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,WULAI,SDN BENDUNGAN,40602292,BENDUNGAN,NEGERI,SD,-1.0359,119.5049,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,POLEWALI,SDN KALIBAMBA,40601741,KALIBAMBA,NEGERI,SD,-1.1648,119.4476,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,POLEWALI,SDN KAYUMALOA,40601743,"JL. PENDIDIKAN NO.1, KAMPUNG BARU",NEGERI,SD,-1.1049,119.4425,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,PANGIANG,SDN PANGIANG,40601760,PANGIANG,NEGERI,SD,-1.1137,119.425,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,RANDOMAYANG,SDN RANDOMAYANG,40601766,RANDOMAYANG,NEGERI,SD,-1.0389,119.483,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,KALOLA,SDN SALULE,40601768,SALULE,NEGERI,SD,-1.1318,119.4102,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,RANDOMAYANG,SDN SALUNGGALUKU,40601771,SALUNGGALUKU,NEGERI,SD,-1.0641,119.4669,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,WULAI,SDN SALUWU,40604670,SALUWU,NEGERI,SD,-1.0166,119.5267,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,BAMBALAMOTU,SDN SAWI,40601775,Dusun Polemaju Kelurahan Bambalamotu,NEGERI,SD,-1.098,119.461,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,KALOLA,SDN TAPALILI,40601790,TAPALILI,NEGERI,SD,-1.1102,119.5132,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,WULAI,SDN WATU BETE,40604630,Dusun Watu Bete,NEGERI,SD,-1.0451,119.5222,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,BAMBALAMOTU,SDN WIRABUANA,40601783,WIRABUANA,NEGERI,SD,-1.1408,119.4657,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,KALOLA,SDS BK DURIA SULAPA,40601793,DURIA SULAPA,SWASTA,SD,-1.0901,119.483,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,WULAI,SDS BK WATUBETE,40602354,Watubete,SWASTA,SD,-1.0452,119.5224,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,WULAI,SDS BK WULAI,40601792,DUSUN WULAI,SWASTA,SD,-1.0462,119.507,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,BAMBALAMOTU,SMP NEGERI 01 BAMBALAMOTU,40601822,BAMBALAMOTU,NEGERI,SMP,-1.0833,119.4615,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,RANDOMAYANG,SMP NEGERI 02 BAMBALAMOTU,40601834,RANDOMAYANG,NEGERI,SMP,-1.0262,119.4816,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,BAMBALAMOTU,SMP NEGERI 03 BAMBALAMOTU,40604250,PANGIANG,NEGERI,SMP,-1.1137,119.4252,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,KALOLA,SMP NEGERI 05 SATAP BAMBALAMOTU,40605502,TOSONDE,NEGERI,SMP,-1.1121,119.4702,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,BAMBALAMOTU,SMP NEGERI 06 SATAP BAMBALAMOTU,69727428,TAPALILI,NEGERI,SMP,-1.1101,119.5134,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,WULAI,SMPN 4 BAMBALAMOTU,40604247,Ujung Baru,NEGERI,SMP,-1.0385,119.507,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,WULAI,SMPN 7 BAMBALAMOTU,69727435,Wulai,NEGERI,SMP,-1.041493,119.522662,
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,POLEWALI,SMPN SATAP LELUMPANG,69947119,Desa Polewali,NEGERI,SMP,-1.1392,119.4383,
SULAWESI BARAT,PASANGKAYU,DAPURANG,BENGGAULU,MIS DARUL ULUM BENGGAULU,60724315,DUSUN ANTAI,SWASTA,MI,-1.661222,119.518882,
SULAWESI BARAT,PASANGKAYU,DAPURANG,BENGGAULU,MIS YADI CABANG FUNJU,60724316,JL. SP 5 LOR III DUSUN MAROS BARU,SWASTA,MI,-1.6612,119.4316,
SULAWESI BARAT,PASANGKAYU,DAPURANG,DAPURANG,MTS AS`ADIYAH DARUSSALAM BELAWA RAHMAT,69975819,BELAWA RAHMAT DESA DAPURANG,SWASTA,MTs,0,0,
SULAWESI BARAT,PASANGKAYU,DAPURANG,BENGGAULU,MTSS DARUL ULUM BENGGAULU,40605921,DUSUN FUNJU,SWASTA,MTs,-1.7384,119.4095,
SULAWESI BARAT,PASANGKAYU,DAPURANG,BENGGAULU,MTSS YADI,40605922,JL.SP.V LORONG III DUSUN MARAOS BARU,SWASTA,MTs,-1.6611,119.432,
SULAWESI BARAT,PASANGKAYU,DAPURANG,DAPURANG,SD INPRES LIMUA,40601624,DESA DAPURANG,NEGERI,SD,-1.7446,119.3356,
SULAWESI BARAT,PASANGKAYU,DAPURANG,TIRTA BUANA,SD INPRES SARUDU IV,40601668,DESA TIRTA BUANA,NEGERI,SD,-1.7555,119.3594,
